"","date","Avg.baby3"
"2200",1975-01-11,12
"2201",1975-01-12,8
"2202",1975-01-13,7
"2203",1975-01-14,14
"2204",1975-01-15,8
"2205",1975-01-16,13
"2206",1975-01-17,5
"2207",1975-01-18,10
"2208",1975-01-19,7
"2209",1975-01-20,18
"2210",1975-01-21,10
"2211",1975-01-22,36
"2212",1975-01-23,NA
"2213",1975-01-24,6
"2214",1975-01-25,NA
"2215",1975-01-26,8
"2216",1975-01-27,5
"2217",1975-01-28,14
"2218",1975-01-29,11
"2219",1975-01-30,20
"2220",1975-01-31,15
"2221",1975-02-01,NA
"2222",1975-02-02,NA
"2223",1975-02-03,3
"2224",1975-02-04,29
"2225",1975-02-05,13
"2226",1975-02-06,15
"2227",1975-02-07,8
"2228",1975-02-08,NA
"2229",1975-02-09,9
"2230",1975-02-10,8
"2231",1975-02-11,7
"2232",1975-02-12,10
"2233",1975-02-13,6
"2234",1975-02-14,11
"2235",1975-02-15,10
"2236",1975-02-16,NA
"2237",1975-02-17,25
"2238",1975-02-18,22
"2239",1975-02-19,11
"2240",1975-02-20,9
"2241",1975-02-21,24
"2242",1975-02-22,9
"2243",1975-02-23,14
"2244",1975-02-24,12
"2245",1975-02-25,7
"2246",1975-02-26,21
"2247",1975-02-27,17
"2248",1975-02-28,8
"2249",1975-03-01,NA
"2250",1975-03-02,13
"2251",1975-03-03,10
"2252",1975-03-04,4
"2253",1975-03-05,16
"2254",1975-03-06,8
"2255",1975-03-07,NA
"2256",1975-03-08,12
"2257",1975-03-09,3
"2258",1975-03-10,19
"2259",1975-03-11,10
"2260",1975-03-12,7
"2261",1975-03-13,9
"2262",1975-03-14,10
"2263",1975-03-15,5
"2264",1975-03-16,12
"2265",1975-03-17,15
"2266",1975-03-18,13
"2267",1975-03-19,NA
"2268",1975-03-20,6
"2269",1975-03-21,5
"2270",1975-03-22,17
"2271",1975-03-23,9
"2272",1975-03-24,11
"2273",1975-03-25,NA
"2274",1975-03-26,12
"2275",1975-03-27,NA
"2276",1975-03-28,8
"2277",1975-03-29,5
"2278",1975-03-30,11
"2279",1975-03-31,1
"2280",1975-04-01,10
"2281",1975-04-02,13
"2282",1975-04-03,14
"2283",1975-04-04,NA
"2284",1975-04-05,15
"2285",1975-04-06,11
"2286",1975-04-07,4
"2287",1975-04-08,9
"2288",1975-04-09,11
"2289",1975-04-10,7
"2290",1975-04-11,12
"2291",1975-04-12,8
"2292",1975-04-13,16
"2293",1975-04-14,17
"2294",1975-04-15,NA
"2295",1975-04-16,NA
"2296",1975-04-17,16
"2297",1975-04-18,12
"2298",1975-04-19,11
"2299",1975-04-20,21
"2300",1975-04-21,11
"2301",1975-04-22,NA
"2302",1975-04-23,12
"2303",1975-04-24,11
"2304",1975-04-25,7
"2305",1975-04-26,14
"2306",1975-04-27,17
"2307",1975-04-28,NA
"2308",1975-04-29,8
"2309",1975-04-30,NA
"2310",1975-05-01,13
"2311",1975-05-02,7
"2312",1975-05-03,13
"2313",1975-05-04,15
"2314",1975-05-05,10
"2315",1975-05-06,8
"2316",1975-05-07,14
"2317",1975-05-08,15
"2318",1975-05-09,8
"2319",1975-05-10,14
"2320",1975-05-11,16
"2321",1975-05-12,8
"2322",1975-05-13,9
"2323",1975-05-14,NA
"2324",1975-05-15,19
"2325",1975-05-16,4
"2326",1975-05-17,9
"2327",1975-05-18,24
"2328",1975-05-19,6
"2329",1975-05-20,NA
"2330",1975-05-21,9
"2331",1975-05-22,12
"2332",1975-05-23,17
"2333",1975-05-24,8
"2334",1975-05-25,13
"2335",1975-05-26,6
"2336",1975-05-27,13
"2337",1975-05-28,17
"2338",1975-05-29,10
"2339",1975-05-30,NA
"2340",1975-05-31,8
"2341",1975-06-01,12
"2342",1975-06-02,16
"2343",1975-06-03,19
"2344",1975-06-04,NA
"2345",1975-06-05,16
"2346",1975-06-06,23
"2347",1975-06-07,15
"2348",1975-06-08,24
"2349",1975-06-09,14
"2350",1975-06-10,10
"2351",1975-06-11,10
"2352",1975-06-12,20
"2353",1975-06-13,14
"2354",1975-06-14,8
"2355",1975-06-15,4
"2356",1975-06-16,13
"2357",1975-06-17,14
"2358",1975-06-18,6
"2359",1975-06-19,12
"2360",1975-06-20,NA
"2361",1975-06-21,24
"2362",1975-06-22,10
"2363",1975-06-23,6
"2364",1975-06-24,9
"2365",1975-06-25,19
"2366",1975-06-26,9
"2367",1975-06-27,9
"2368",1975-06-28,13
"2369",1975-06-29,NA
"2370",1975-06-30,7
"2371",1975-07-01,6
"2372",1975-07-02,6
"2373",1975-07-03,13
"2374",1975-07-04,8
"2375",1975-07-05,11
"2376",1975-07-06,14
"2377",1975-07-07,9
"2378",1975-07-08,17
"2379",1975-07-09,5
"2380",1975-07-10,6
"2381",1975-07-11,13
"2382",1975-07-12,9
"2383",1975-07-13,10
"2384",1975-07-14,16
"2385",1975-07-15,17
"2386",1975-07-16,1
"2387",1975-07-17,13
"2388",1975-07-18,10
"2389",1975-07-19,10
"2390",1975-07-20,21
"2391",1975-07-21,19
"2392",1975-07-22,NA
"2393",1975-07-23,24
"2394",1975-07-24,7
"2395",1975-07-25,15
"2396",1975-07-26,19
"2397",1975-07-27,9
"2398",1975-07-28,4
"2399",1975-07-29,19
"2400",1975-07-30,12
"2401",1975-07-31,13
"2402",1975-08-01,11
"2403",1975-08-02,28
"2404",1975-08-03,6
"2405",1975-08-04,5
"2406",1975-08-05,19
"2407",1975-08-06,17
"2408",1975-08-07,19
"2409",1975-08-08,NA
"2410",1975-08-09,8
"2411",1975-08-10,NA
"2412",1975-08-11,14
"2413",1975-08-12,22
"2414",1975-08-13,16
"2415",1975-08-14,11
"2416",1975-08-15,NA
"2417",1975-08-16,NA
"2418",1975-08-17,9
"2419",1975-08-18,11
"2420",1975-08-19,19
"2421",1975-08-20,21
"2422",1975-08-21,12
"2423",1975-08-22,9
"2424",1975-08-23,6
"2425",1975-08-24,11
"2426",1975-08-25,10
"2427",1975-08-26,10
"2428",1975-08-27,8
"2429",1975-08-28,7
"2430",1975-08-29,16
"2431",1975-08-30,17
"2432",1975-08-31,3
"2433",1975-09-01,17
"2434",1975-09-02,NA
"2435",1975-09-03,15
"2436",1975-09-04,6
"2437",1975-09-05,11
"2438",1975-09-06,27
"2439",1975-09-07,36
"2440",1975-09-08,7
"2441",1975-09-09,25
"2442",1975-09-10,7
"2443",1975-09-11,10
"2444",1975-09-12,13
"2445",1975-09-13,8
"2446",1975-09-14,25
"2447",1975-09-15,12
"2448",1975-09-16,9
"2449",1975-09-17,14
"2450",1975-09-18,9
"2451",1975-09-19,9
"2452",1975-09-20,9
"2453",1975-09-21,12
"2454",1975-09-22,10
"2455",1975-09-23,NA
"2456",1975-09-24,15
"2457",1975-09-25,14
"2458",1975-09-26,NA
"2459",1975-09-27,8
"2460",1975-09-28,9
"2461",1975-09-29,11
"2462",1975-09-30,13
"2463",1975-10-01,14
"2464",1975-10-02,12
"2465",1975-10-03,5
"2466",1975-10-04,10
"2467",1975-10-05,NA
"2468",1975-10-06,NA
"2469",1975-10-07,NA
"2470",1975-10-08,9
"2471",1975-10-09,NA
"2472",1975-10-10,7
"2473",1975-10-11,17
"2474",1975-10-12,16
"2475",1975-10-13,10
"2476",1975-10-14,19
"2477",1975-10-15,6
"2478",1975-10-16,NA
"2479",1975-10-17,13
"2480",1975-10-18,NA
"2481",1975-10-19,10
"2482",1975-10-20,14
"2483",1975-10-21,7
"2484",1975-10-22,5
"2485",1975-10-23,6
"2486",1975-10-24,11
"2487",1975-10-25,8
"2488",1975-10-26,NA
"2489",1975-10-27,7
"2490",1975-10-28,NA
"2491",1975-10-29,12
"2492",1975-10-30,8
"2493",1975-10-31,5
"2494",1975-11-01,19
"2495",1975-11-02,19
"2496",1975-11-03,NA
"2497",1975-11-04,2
"2498",1975-11-05,4
"2499",1975-11-06,11
"2500",1975-11-07,4
"2501",1975-11-08,3
"2502",1975-11-09,25
"2503",1975-11-10,21
"2504",1975-11-11,7
"2505",1975-11-12,15
"2506",1975-11-13,12
"2507",1975-11-14,11
"2508",1975-11-15,4
"2509",1975-11-16,9
"2510",1975-11-17,7
"2511",1975-11-18,17
"2512",1975-11-19,NA
"2513",1975-11-20,10
"2514",1975-11-21,NA
"2515",1975-11-22,13
"2516",1975-11-23,14
"2517",1975-11-24,4
"2518",1975-11-25,NA
"2519",1975-11-26,14
"2520",1975-11-27,NA
"2521",1975-11-28,8
"2522",1975-11-29,NA
"2523",1975-11-30,3
"2524",1975-12-01,12
"2525",1975-12-02,14
"2526",1975-12-03,8
"2527",1975-12-04,11
"2528",1975-12-05,7
"2529",1975-12-06,14
"2530",1975-12-07,3
"2531",1975-12-08,NA
"2532",1975-12-09,5
"2533",1975-12-10,6
"2534",1975-12-11,12
"2535",1975-12-12,17
"2536",1975-12-13,6
"2537",1975-12-14,12
"2538",1975-12-15,NA
"2539",1975-12-16,NA
"2540",1975-12-17,11
"2541",1975-12-18,5
"2542",1975-12-19,9
"2543",1975-12-20,5
"2544",1975-12-21,14
"2545",1975-12-22,7
"2546",1975-12-23,NA
"2547",1975-12-24,17
"2548",1975-12-25,9
"2549",1975-12-26,21
"2550",1975-12-27,1
"2551",1975-12-28,8
"2552",1975-12-29,23
"2553",1975-12-30,10
"2554",1975-12-31,15
"2555",1976-01-01,11
"2556",1976-01-02,9
"2557",1976-01-03,15
"2558",1976-01-04,8
"2559",1976-01-05,10
"2560",1976-01-06,NA
"2561",1976-01-07,8
"2562",1976-01-08,12
"2563",1976-01-09,12
"2564",1976-01-10,7
"2565",1976-01-11,4
"2566",1976-01-12,10
"2567",1976-01-13,7
"2568",1976-01-14,5
"2569",1976-01-15,18
"2570",1976-01-16,NA
"2571",1976-01-17,9
"2572",1976-01-18,14
"2573",1976-01-19,12
"2574",1976-01-20,11
"2575",1976-01-21,25
"2576",1976-01-22,15
"2577",1976-01-23,10
"2578",1976-01-24,7
"2579",1976-01-25,23
"2580",1976-01-26,16
"2581",1976-01-27,NA
"2582",1976-01-28,10
"2583",1976-01-29,24
"2584",1976-01-30,4
"2585",1976-01-31,15
"2586",1976-02-01,NA
"2587",1976-02-02,9
"2588",1976-02-03,20
"2589",1976-02-04,5
"2590",1976-02-05,22
"2591",1976-02-06,9
"2592",1976-02-07,3
"2593",1976-02-08,7
"2594",1976-02-09,27
"2595",1976-02-10,10
"2596",1976-02-11,15
"2597",1976-02-12,NA
"2598",1976-02-13,7
"2599",1976-02-14,NA
"2600",1976-02-15,4
"2601",1976-02-16,13
"2602",1976-02-17,20
"2603",1976-02-18,11
"2604",1976-02-19,12
"2605",1976-02-20,17
"2606",1976-02-21,19
"2607",1976-02-22,7
"2608",1976-02-23,8
"2609",1976-02-24,11
"2610",1976-02-25,29
"2611",1976-02-26,14
"2612",1976-02-27,9
"2613",1976-02-28,6
"2614",1976-02-29,4
"2615",1976-03-01,13
"2616",1976-03-02,14
"2617",1976-03-03,11
"2618",1976-03-04,3
"2619",1976-03-05,26
"2620",1976-03-06,11
"2621",1976-03-07,17
"2622",1976-03-08,21
"2623",1976-03-09,9
"2624",1976-03-10,24
"2625",1976-03-11,10
"2626",1976-03-12,24
"2627",1976-03-13,9
"2628",1976-03-14,2
"2629",1976-03-15,8
"2630",1976-03-16,13
"2631",1976-03-17,NA
"2632",1976-03-18,9
"2633",1976-03-19,8
"2634",1976-03-20,NA
"2635",1976-03-21,13
"2636",1976-03-22,12
"2637",1976-03-23,4
"2638",1976-03-24,14
"2639",1976-03-25,20
"2640",1976-03-26,NA
"2641",1976-03-27,9
"2642",1976-03-28,6
"2643",1976-03-29,8
"2644",1976-03-30,8
"2645",1976-03-31,NA
"2646",1976-04-01,8
"2647",1976-04-02,NA
"2648",1976-04-03,12
"2649",1976-04-04,14
"2650",1976-04-05,9
"2651",1976-04-06,31
"2652",1976-04-07,14
"2653",1976-04-08,15
"2654",1976-04-09,6
"2655",1976-04-10,5
"2656",1976-04-11,10
"2657",1976-04-12,14
"2658",1976-04-13,24
"2659",1976-04-14,7
"2660",1976-04-15,10
"2661",1976-04-16,18
"2662",1976-04-17,8
"2663",1976-04-18,NA
"2664",1976-04-19,6
"2665",1976-04-20,10
"2666",1976-04-21,10
"2667",1976-04-22,7
"2668",1976-04-23,6
"2669",1976-04-24,8
"2670",1976-04-25,7
"2671",1976-04-26,10
"2672",1976-04-27,6
"2673",1976-04-28,9
"2674",1976-04-29,3
"2675",1976-04-30,4
"2676",1976-05-01,11
"2677",1976-05-02,19
"2678",1976-05-03,16
"2679",1976-05-04,15
"2680",1976-05-05,11
"2681",1976-05-06,2
"2682",1976-05-07,13
"2683",1976-05-08,12
"2684",1976-05-09,NA
"2685",1976-05-10,12
"2686",1976-05-11,17
"2687",1976-05-12,11
"2688",1976-05-13,7
"2689",1976-05-14,11
"2690",1976-05-15,9
"2691",1976-05-16,9
"2692",1976-05-17,21
"2693",1976-05-18,7
"2694",1976-05-19,6
"2695",1976-05-20,6
"2696",1976-05-21,13
"2697",1976-05-22,7
"2698",1976-05-23,16
"2699",1976-05-24,5
"2700",1976-05-25,11
"2701",1976-05-26,17
"2702",1976-05-27,15
"2703",1976-05-28,NA
"2704",1976-05-29,NA
"2705",1976-05-30,9
"2706",1976-05-31,27
"2707",1976-06-01,11
"2708",1976-06-02,25
"2709",1976-06-03,30
"2710",1976-06-04,11
"2711",1976-06-05,13
"2712",1976-06-06,6
"2713",1976-06-07,10
"2714",1976-06-08,13
"2715",1976-06-09,3
"2716",1976-06-10,11
"2717",1976-06-11,NA
"2718",1976-06-12,12
"2719",1976-06-13,8
"2720",1976-06-14,19
"2721",1976-06-15,NA
"2722",1976-06-16,14
"2723",1976-06-17,1
"2724",1976-06-18,7
"2725",1976-06-19,9
"2726",1976-06-20,9
"2727",1976-06-21,6
"2728",1976-06-22,10
"2729",1976-06-23,8
"2730",1976-06-24,10
"2731",1976-06-25,7
"2732",1976-06-26,13
"2733",1976-06-27,13
"2734",1976-06-28,10
"2735",1976-06-29,11
"2736",1976-06-30,22
"2737",1976-07-01,8
"2738",1976-07-02,20
"2739",1976-07-03,15
"2740",1976-07-04,NA
"2741",1976-07-05,11
"2742",1976-07-06,6
"2743",1976-07-07,19
"2744",1976-07-08,9
"2745",1976-07-09,9
"2746",1976-07-10,20
"2747",1976-07-11,18
"2748",1976-07-12,14
"2749",1976-07-13,NA
"2750",1976-07-14,NA
"2751",1976-07-15,13
"2752",1976-07-16,NA
"2753",1976-07-17,12
"2754",1976-07-18,6
"2755",1976-07-19,12
"2756",1976-07-20,15
"2757",1976-07-21,18
"2758",1976-07-22,11
"2759",1976-07-23,9
"2760",1976-07-24,NA
"2761",1976-07-25,11
"2762",1976-07-26,9
"2763",1976-07-27,5
"2764",1976-07-28,27
"2765",1976-07-29,22
"2766",1976-07-30,14
"2767",1976-07-31,16
"2768",1976-08-01,13
"2769",1976-08-02,16
"2770",1976-08-03,7
"2771",1976-08-04,13
"2772",1976-08-05,6
"2773",1976-08-06,17
"2774",1976-08-07,11
"2775",1976-08-08,7
"2776",1976-08-09,10
"2777",1976-08-10,12
"2778",1976-08-11,8
"2779",1976-08-12,12
"2780",1976-08-13,6
"2781",1976-08-14,8
"2782",1976-08-15,8
"2783",1976-08-16,3
"2784",1976-08-17,10
"2785",1976-08-18,14
"2786",1976-08-19,10
"2787",1976-08-20,3
"2788",1976-08-21,26
"2789",1976-08-22,9
"2790",1976-08-23,14
"2791",1976-08-24,NA
"2792",1976-08-25,9
"2793",1976-08-26,8
"2794",1976-08-27,NA
"2795",1976-08-28,16
"2796",1976-08-29,19
"2797",1976-08-30,22
"2798",1976-08-31,12
"2799",1976-09-01,6
"2800",1976-09-02,3
"2801",1976-09-03,17
"2802",1976-09-04,16
"2803",1976-09-05,8
"2804",1976-09-06,13
"2805",1976-09-07,6
"2806",1976-09-08,10
"2807",1976-09-09,9
"2808",1976-09-10,9
"2809",1976-09-11,12
"2810",1976-09-12,NA
"2811",1976-09-13,21
"2812",1976-09-14,NA
"2813",1976-09-15,15
"2814",1976-09-16,14
"2815",1976-09-17,26
"2816",1976-09-18,10
"2817",1976-09-19,14
"2818",1976-09-20,39
"2819",1976-09-21,12
"2820",1976-09-22,6
"2821",1976-09-23,5
"2822",1976-09-24,NA
"2823",1976-09-25,15
"2824",1976-09-26,9
"2825",1976-09-27,8
"2826",1976-09-28,10
"2827",1976-09-29,33
"2828",1976-09-30,7
"2829",1976-10-01,10
"2830",1976-10-02,NA
"2831",1976-10-03,13
"2832",1976-10-04,21
"2833",1976-10-05,8
"2834",1976-10-06,NA
"2835",1976-10-07,13
"2836",1976-10-08,18
"2837",1976-10-09,11
"2838",1976-10-10,27
"2839",1976-10-11,10
"2840",1976-10-12,13
"2841",1976-10-13,9
"2842",1976-10-14,7
"2843",1976-10-15,10
"2844",1976-10-16,11
"2845",1976-10-17,10
"2846",1976-10-18,7
"2847",1976-10-19,11
"2848",1976-10-20,14
"2849",1976-10-21,19
"2850",1976-10-22,28
"2851",1976-10-23,6
"2852",1976-10-24,6
"2853",1976-10-25,11
"2854",1976-10-26,11
"2855",1976-10-27,6
"2856",1976-10-28,12
"2857",1976-10-29,11
"2858",1976-10-30,15
"2859",1976-10-31,19
"2860",1976-11-01,1
"2861",1976-11-02,9
"2862",1976-11-03,23
"2863",1976-11-04,5
"2864",1976-11-05,9
"2865",1976-11-06,14
"2866",1976-11-07,15
"2867",1976-11-08,13
"2868",1976-11-09,4
"2869",1976-11-10,19
"2870",1976-11-11,NA
"2871",1976-11-12,8
"2872",1976-11-13,7
"2873",1976-11-14,8
"2874",1976-11-15,NA
"2875",1976-11-16,14
"2876",1976-11-17,NA
"2877",1976-11-18,15
"2878",1976-11-19,12
"2879",1976-11-20,10
"2880",1976-11-21,NA
"2881",1976-11-22,11
"2882",1976-11-23,13
"2883",1976-11-24,NA
"2884",1976-11-25,12
"2885",1976-11-26,NA
"2886",1976-11-27,12
"2887",1976-11-28,12
"2888",1976-11-29,NA
"2889",1976-11-30,NA
"2890",1976-12-01,NA
"2891",1976-12-02,17
"2892",1976-12-03,8
"2893",1976-12-04,6
"2894",1976-12-05,NA
"2895",1976-12-06,14
"2896",1976-12-07,13
"2897",1976-12-08,18
"2898",1976-12-09,9
"2899",1976-12-10,15
"2900",1976-12-11,NA
"2901",1976-12-12,6
"2902",1976-12-13,18
"2903",1976-12-14,14
"2904",1976-12-15,8
"2905",1976-12-16,18
"2906",1976-12-17,20
"2907",1976-12-18,11
"2908",1976-12-19,9
"2909",1976-12-20,20
"2910",1976-12-21,19
"2911",1976-12-22,4
"2912",1976-12-23,6
"2913",1976-12-24,5
"2914",1976-12-25,11
"2915",1976-12-26,NA
"2916",1976-12-27,12
"2917",1976-12-28,5
"2918",1976-12-29,18
"2919",1976-12-30,9
"2920",1976-12-31,8
"2921",1977-01-01,14
"2922",1977-01-02,NA
"2923",1977-01-03,17
"2924",1977-01-04,26
"2925",1977-01-05,15
"2926",1977-01-06,14
"2927",1977-01-07,6
"2928",1977-01-08,9
"2929",1977-01-09,18
"2930",1977-01-10,12
"2931",1977-01-11,10
"2932",1977-01-12,8
"2933",1977-01-13,13
"2934",1977-01-14,17
"2935",1977-01-15,6
"2936",1977-01-16,8
"2937",1977-01-17,15
"2938",1977-01-18,12
"2939",1977-01-19,25
"2940",1977-01-20,8
"2941",1977-01-21,8
"2942",1977-01-22,9
"2943",1977-01-23,12
"2944",1977-01-24,8
"2945",1977-01-25,10
"2946",1977-01-26,10
"2947",1977-01-27,23
"2948",1977-01-28,5
"2949",1977-01-29,8
"2950",1977-01-30,8
"2951",1977-01-31,14
"2952",1977-02-01,25
"2953",1977-02-02,19
"2954",1977-02-03,1
"2955",1977-02-04,17
"2956",1977-02-05,7
"2957",1977-02-06,5
"2958",1977-02-07,9
"2959",1977-02-08,6
"2960",1977-02-09,15
"2961",1977-02-10,13
"2962",1977-02-11,4
"2963",1977-02-12,18
"2964",1977-02-13,7
"2965",1977-02-14,8
"2966",1977-02-15,NA
"2967",1977-02-16,12
"2968",1977-02-17,11
"2969",1977-02-18,12
"2970",1977-02-19,19
"2971",1977-02-20,12
"2972",1977-02-21,12
"2973",1977-02-22,NA
"2974",1977-02-23,12
"2975",1977-02-24,6
"2976",1977-02-25,11
"2977",1977-02-26,10
"2978",1977-02-27,18
"2979",1977-02-28,18
"2980",1977-03-01,8
"2981",1977-03-02,14
"2982",1977-03-03,10
"2983",1977-03-04,13
"2984",1977-03-05,10
"2985",1977-03-06,14
"2986",1977-03-07,NA
"2987",1977-03-08,8
"2988",1977-03-09,9
"2989",1977-03-10,16
"2990",1977-03-11,24
"2991",1977-03-12,9
"2992",1977-03-13,14
"2993",1977-03-14,16
"2994",1977-03-15,15
"2995",1977-03-16,14
"2996",1977-03-17,22
"2997",1977-03-18,11
"2998",1977-03-19,22
"2999",1977-03-20,20
"3000",1977-03-21,17
"3001",1977-03-22,NA
"3002",1977-03-23,24
"3003",1977-03-24,5
"3004",1977-03-25,9
"3005",1977-03-26,10
"3006",1977-03-27,NA
"3007",1977-03-28,23
"3008",1977-03-29,8
"3009",1977-03-30,18
"3010",1977-03-31,16
"3011",1977-04-01,14
"3012",1977-04-02,NA
"3013",1977-04-03,9
"3014",1977-04-04,24
"3015",1977-04-05,11
"3016",1977-04-06,NA
"3017",1977-04-07,NA
"3018",1977-04-08,7
"3019",1977-04-09,1
"3020",1977-04-10,8
"3021",1977-04-11,12
"3022",1977-04-12,16
"3023",1977-04-13,9
"3024",1977-04-14,NA
"3025",1977-04-15,19
"3026",1977-04-16,6
"3027",1977-04-17,NA
"3028",1977-04-18,12
"3029",1977-04-19,8
"3030",1977-04-20,NA
"3031",1977-04-21,20
"3032",1977-04-22,13
"3033",1977-04-23,11
"3034",1977-04-24,13
"3035",1977-04-25,10
"3036",1977-04-26,NA
"3037",1977-04-27,16
"3038",1977-04-28,17
"3039",1977-04-29,18
"3040",1977-04-30,10
"3041",1977-05-01,6
"3042",1977-05-02,13
"3043",1977-05-03,8
"3044",1977-05-04,NA
"3045",1977-05-05,12
"3046",1977-05-06,13
"3047",1977-05-07,5
"3048",1977-05-08,6
"3049",1977-05-09,27
"3050",1977-05-10,NA
"3051",1977-05-11,9
"3052",1977-05-12,NA
"3053",1977-05-13,15
"3054",1977-05-14,NA
"3055",1977-05-15,10
"3056",1977-05-16,16
"3057",1977-05-17,NA
"3058",1977-05-18,11
"3059",1977-05-19,7
"3060",1977-05-20,8
"3061",1977-05-21,18
"3062",1977-05-22,11
"3063",1977-05-23,NA
"3064",1977-05-24,8
"3065",1977-05-25,26
"3066",1977-05-26,11
"3067",1977-05-27,NA
"3068",1977-05-28,25
"3069",1977-05-29,6
"3070",1977-05-30,11
"3071",1977-05-31,3
"3072",1977-06-01,NA
"3073",1977-06-02,6
"3074",1977-06-03,19
"3075",1977-06-04,17
"3076",1977-06-05,14
"3077",1977-06-06,10
"3078",1977-06-07,14
"3079",1977-06-08,8
"3080",1977-06-09,NA
"3081",1977-06-10,11
"3082",1977-06-11,7
"3083",1977-06-12,8
"3084",1977-06-13,8
"3085",1977-06-14,10
"3086",1977-06-15,NA
"3087",1977-06-16,18
"3088",1977-06-17,7
"3089",1977-06-18,14
"3090",1977-06-19,5
"3091",1977-06-20,19
"3092",1977-06-21,13
"3093",1977-06-22,13
"3094",1977-06-23,8
"3095",1977-06-24,12
"3096",1977-06-25,12
"3097",1977-06-26,6
"3098",1977-06-27,13
"3099",1977-06-28,18
"3100",1977-06-29,18
"3101",1977-06-30,10
"3102",1977-07-01,20
"3103",1977-07-02,4
"3104",1977-07-03,13
"3105",1977-07-04,10
"3106",1977-07-05,17
"3107",1977-07-06,8
"3108",1977-07-07,27
"3109",1977-07-08,13
"3110",1977-07-09,12
"3111",1977-07-10,16
"3112",1977-07-11,9
"3113",1977-07-12,16
"3114",1977-07-13,9
"3115",1977-07-14,5
"3116",1977-07-15,14
"3117",1977-07-16,9
"3118",1977-07-17,NA
"3119",1977-07-18,16
"3120",1977-07-19,9
"3121",1977-07-20,11
"3122",1977-07-21,9
"3123",1977-07-22,17
"3124",1977-07-23,12
"3125",1977-07-24,10
"3126",1977-07-25,9
"3127",1977-07-26,13
"3128",1977-07-27,13
"3129",1977-07-28,15
"3130",1977-07-29,NA
"3131",1977-07-30,13
"3132",1977-07-31,NA
"3133",1977-08-01,17
"3134",1977-08-02,7
"3135",1977-08-03,15
"3136",1977-08-04,20
"3137",1977-08-05,NA
"3138",1977-08-06,15
"3139",1977-08-07,16
"3140",1977-08-08,10
"3141",1977-08-09,8
"3142",1977-08-10,28
"3143",1977-08-11,9
"3144",1977-08-12,10
"3145",1977-08-13,3
"3146",1977-08-14,9
"3147",1977-08-15,10
"3148",1977-08-16,11
"3149",1977-08-17,9
"3150",1977-08-18,11
"3151",1977-08-19,NA
"3152",1977-08-20,9
"3153",1977-08-21,14
"3154",1977-08-22,15
"3155",1977-08-23,16
"3156",1977-08-24,6
"3157",1977-08-25,9
"3158",1977-08-26,9
"3159",1977-08-27,13
"3160",1977-08-28,10
"3161",1977-08-29,15
"3162",1977-08-30,14
"3163",1977-08-31,21
"3164",1977-09-01,12
"3165",1977-09-02,11
"3166",1977-09-03,8
"3167",1977-09-04,17
"3168",1977-09-05,9
"3169",1977-09-06,21
"3170",1977-09-07,NA
"3171",1977-09-08,15
"3172",1977-09-09,NA
"3173",1977-09-10,12
"3174",1977-09-11,NA
"3175",1977-09-12,7
"3176",1977-09-13,23
"3177",1977-09-14,8
"3178",1977-09-15,16
"3179",1977-09-16,9
"3180",1977-09-17,5
"3181",1977-09-18,11
"3182",1977-09-19,19
"3183",1977-09-20,25
"3184",1977-09-21,8
"3185",1977-09-22,NA
"3186",1977-09-23,11
"3187",1977-09-24,15
"3188",1977-09-25,NA
"3189",1977-09-26,17
"3190",1977-09-27,10
"3191",1977-09-28,9
"3192",1977-09-29,7
"3193",1977-09-30,NA
"3194",1977-10-01,15
"3195",1977-10-02,10
"3196",1977-10-03,18
"3197",1977-10-04,17
"3198",1977-10-05,12
"3199",1977-10-06,NA
"3200",1977-10-07,36
"3201",1977-10-08,19
"3202",1977-10-09,NA
"3203",1977-10-10,NA
"3204",1977-10-11,22
"3205",1977-10-12,7
"3206",1977-10-13,12
"3207",1977-10-14,17
"3208",1977-10-15,7
"3209",1977-10-16,12
"3210",1977-10-17,13
"3211",1977-10-18,14
"3212",1977-10-19,23
"3213",1977-10-20,13
"3214",1977-10-21,11
"3215",1977-10-22,15
"3216",1977-10-23,9
"3217",1977-10-24,16
"3218",1977-10-25,15
"3219",1977-10-26,NA
"3220",1977-10-27,6
"3221",1977-10-28,22
"3222",1977-10-29,14
"3223",1977-10-30,12
"3224",1977-10-31,29
"3225",1977-11-01,15
"3226",1977-11-02,8
"3227",1977-11-03,12
"3228",1977-11-04,16
"3229",1977-11-05,10
"3230",1977-11-06,8
"3231",1977-11-07,13
"3232",1977-11-08,17
"3233",1977-11-09,22
"3234",1977-11-10,9
"3235",1977-11-11,NA
"3236",1977-11-12,10
"3237",1977-11-13,3
"3238",1977-11-14,12
"3239",1977-11-15,26
"3240",1977-11-16,10
"3241",1977-11-17,6
"3242",1977-11-18,11
"3243",1977-11-19,5
"3244",1977-11-20,6
"3245",1977-11-21,16
"3246",1977-11-22,12
"3247",1977-11-23,9
"3248",1977-11-24,8
"3249",1977-11-25,6
"3250",1977-11-26,10
"3251",1977-11-27,9
"3252",1977-11-28,8
"3253",1977-11-29,15
"3254",1977-11-30,10
"3255",1977-12-01,23
"3256",1977-12-02,12
"3257",1977-12-03,4
"3258",1977-12-04,17
"3259",1977-12-05,8
"3260",1977-12-06,7
"3261",1977-12-07,5
"3262",1977-12-08,12
"3263",1977-12-09,24
"3264",1977-12-10,20
"3265",1977-12-11,15
