"","date","Avg.baby3"
"1143",1972-02-19,NA
"1144",1972-02-20,12
"1145",1972-02-21,7
"1146",1972-02-22,13
"1147",1972-02-23,NA
"1148",1972-02-24,12
"1149",1972-02-25,34
"1150",1972-02-26,16
"1151",1972-02-27,17
"1152",1972-02-28,8
"1153",1972-02-29,10
"1154",1972-03-01,8
"1155",1972-03-02,9
"1156",1972-03-03,2
"1157",1972-03-04,3
"1158",1972-03-05,19
"1159",1972-03-06,3
"1160",1972-03-07,5
"1161",1972-03-08,NA
"1162",1972-03-09,17
"1163",1972-03-10,6
"1164",1972-03-11,7
"1165",1972-03-12,20
"1166",1972-03-13,13
"1167",1972-03-14,14
"1168",1972-03-15,11
"1169",1972-03-16,8
"1170",1972-03-17,7
"1171",1972-03-18,6
"1172",1972-03-19,3
"1173",1972-03-20,10
"1174",1972-03-21,14
"1175",1972-03-22,6
"1176",1972-03-23,6
"1177",1972-03-24,23
"1178",1972-03-25,5
"1179",1972-03-26,4
"1180",1972-03-27,7
"1181",1972-03-28,14
"1182",1972-03-29,6
"1183",1972-03-30,6
"1184",1972-03-31,6
"1185",1972-04-01,8
"1186",1972-04-02,2
"1187",1972-04-03,6
"1188",1972-04-04,17
"1189",1972-04-05,9
"1190",1972-04-06,1
"1191",1972-04-07,7
"1192",1972-04-08,14
"1193",1972-04-09,15
"1194",1972-04-10,7
"1195",1972-04-11,2
"1196",1972-04-12,7
"1197",1972-04-13,18
"1198",1972-04-14,12
"1199",1972-04-15,NA
"1200",1972-04-16,8
"1201",1972-04-17,6
"1202",1972-04-18,8
"1203",1972-04-19,7
"1204",1972-04-20,9
"1205",1972-04-21,NA
"1206",1972-04-22,14
"1207",1972-04-23,NA
"1208",1972-04-24,NA
"1209",1972-04-25,4
"1210",1972-04-26,8
"1211",1972-04-27,7
"1212",1972-04-28,15
"1213",1972-04-29,11
"1214",1972-04-30,5
"1215",1972-05-01,15
"1216",1972-05-02,5
"1217",1972-05-03,22
"1218",1972-05-04,10
"1219",1972-05-05,2
"1220",1972-05-06,8
"1221",1972-05-07,14
"1222",1972-05-08,20
"1223",1972-05-09,2
"1224",1972-05-10,11
"1225",1972-05-11,5
"1226",1972-05-12,17
"1227",1972-05-13,6
"1228",1972-05-14,7
"1229",1972-05-15,6
"1230",1972-05-16,6
"1231",1972-05-17,3
"1232",1972-05-18,9
"1233",1972-05-19,4
"1234",1972-05-20,8
"1235",1972-05-21,5
"1236",1972-05-22,6
"1237",1972-05-23,NA
"1238",1972-05-24,6
"1239",1972-05-25,1
"1240",1972-05-26,4
"1241",1972-05-27,4
"1242",1972-05-28,6
"1243",1972-05-29,8
"1244",1972-05-30,6
"1245",1972-05-31,8
"1246",1972-06-01,13
"1247",1972-06-02,11
"1248",1972-06-03,5
"1249",1972-06-04,13
"1250",1972-06-05,9
"1251",1972-06-06,10
"1252",1972-06-07,2
"1253",1972-06-08,4
"1254",1972-06-09,32
"1255",1972-06-10,22
"1256",1972-06-11,7
"1257",1972-06-12,12
"1258",1972-06-13,NA
"1259",1972-06-14,14
"1260",1972-06-15,5
"1261",1972-06-16,24
"1262",1972-06-17,6
"1263",1972-06-18,18
"1264",1972-06-19,8
"1265",1972-06-20,7
"1266",1972-06-21,NA
"1267",1972-06-22,6
"1268",1972-06-23,NA
"1269",1972-06-24,5
"1270",1972-06-25,2
"1271",1972-06-26,13
"1272",1972-06-27,NA
"1273",1972-06-28,13
"1274",1972-06-29,NA
"1275",1972-06-30,8
"1276",1972-07-01,11
"1277",1972-07-02,12
"1278",1972-07-03,14
"1279",1972-07-04,NA
"1280",1972-07-05,NA
"1281",1972-07-06,8
"1282",1972-07-07,9
"1283",1972-07-08,23
"1284",1972-07-09,6
"1285",1972-07-10,12
"1286",1972-07-11,12
"1287",1972-07-12,10
"1288",1972-07-13,9
"1289",1972-07-14,6
"1290",1972-07-15,12
"1291",1972-07-16,4
"1292",1972-07-17,18
"1293",1972-07-18,NA
"1294",1972-07-19,6
"1295",1972-07-20,20
"1296",1972-07-21,12
"1297",1972-07-22,10
"1298",1972-07-23,6
"1299",1972-07-24,17
"1300",1972-07-25,10
"1301",1972-07-26,11
"1302",1972-07-27,16
"1303",1972-07-28,31
"1304",1972-07-29,11
"1305",1972-07-30,9
"1306",1972-07-31,6
"1307",1972-08-01,11
"1308",1972-08-02,9
"1309",1972-08-03,15
"1310",1972-08-04,NA
"1311",1972-08-05,5
"1312",1972-08-06,8
"1313",1972-08-07,3
"1314",1972-08-08,1
"1315",1972-08-09,NA
"1316",1972-08-10,NA
"1317",1972-08-11,NA
"1318",1972-08-12,NA
"1319",1972-08-13,NA
"1320",1972-08-14,NA
"1321",1972-08-15,10
"1322",1972-08-16,6
"1323",1972-08-17,9
"1324",1972-08-18,13
"1325",1972-08-19,NA
"1326",1972-08-20,NA
"1327",1972-08-21,11
"1328",1972-08-22,NA
"1329",1972-08-23,NA
"1330",1972-08-24,10
"1331",1972-08-25,14
"1332",1972-08-26,11
"1333",1972-08-27,8
"1334",1972-08-28,NA
"1335",1972-08-29,9
"1336",1972-08-30,4
"1337",1972-08-31,NA
"1338",1972-09-01,29
"1339",1972-09-02,21
"1340",1972-09-03,11
"1341",1972-09-04,17
"1342",1972-09-05,8
"1343",1972-09-06,14
"1344",1972-09-07,9
"1345",1972-09-08,11
"1346",1972-09-09,NA
"1347",1972-09-10,10
"1348",1972-09-11,7
"1349",1972-09-12,16
"1350",1972-09-13,5
"1351",1972-09-14,NA
"1352",1972-09-15,8
"1353",1972-09-16,9
"1354",1972-09-17,NA
"1355",1972-09-18,NA
"1356",1972-09-19,5
"1357",1972-09-20,9
"1358",1972-09-21,7
"1359",1972-09-22,22
"1360",1972-09-23,NA
"1361",1972-09-24,6
"1362",1972-09-25,2
"1363",1972-09-26,NA
"1364",1972-09-27,NA
"1365",1972-09-28,6
"1366",1972-09-29,NA
"1367",1972-09-30,7
"1368",1972-10-01,11
"1369",1972-10-02,NA
"1370",1972-10-03,10
"1371",1972-10-04,4
"1372",1972-10-05,NA
"1373",1972-10-06,14
"1374",1972-10-07,NA
"1375",1972-10-08,NA
"1376",1972-10-09,7
"1377",1972-10-10,NA
"1378",1972-10-11,NA
"1379",1972-10-12,6
"1380",1972-10-13,NA
"1381",1972-10-14,7
"1382",1972-10-15,NA
"1383",1972-10-16,NA
"1384",1972-10-17,15
"1385",1972-10-18,9
"1386",1972-10-19,10
"1387",1972-10-20,14
"1388",1972-10-21,6
"1389",1972-10-22,5
"1390",1972-10-23,11
"1391",1972-10-24,13
"1392",1972-10-25,NA
"1393",1972-10-26,4
"1394",1972-10-27,NA
"1395",1972-10-28,6
"1396",1972-10-29,9
"1397",1972-10-30,6
"1398",1972-10-31,10
"1399",1972-11-01,7
"1400",1972-11-02,7
"1401",1972-11-03,13
"1402",1972-11-04,NA
"1403",1972-11-05,14
"1404",1972-11-06,18
"1405",1972-11-07,NA
"1406",1972-11-08,6
"1407",1972-11-09,11
"1408",1972-11-10,6
"1409",1972-11-11,6
"1410",1972-11-12,NA
"1411",1972-11-13,NA
"1412",1972-11-14,1
"1413",1972-11-15,NA
"1414",1972-11-16,7
"1415",1972-11-17,NA
"1416",1972-11-18,7
"1417",1972-11-19,NA
"1418",1972-11-20,12
"1419",1972-11-21,5
"1420",1972-11-22,14
"1421",1972-11-23,NA
"1422",1972-11-24,13
"1423",1972-11-25,9
"1424",1972-11-26,NA
"1425",1972-11-27,NA
"1426",1972-11-28,8
"1427",1972-11-29,15
"1428",1972-11-30,8
"1429",1972-12-01,NA
"1430",1972-12-02,10
"1431",1972-12-03,12
"1432",1972-12-04,8
"1433",1972-12-05,NA
"1434",1972-12-06,5
"1435",1972-12-07,11
"1436",1972-12-08,NA
"1437",1972-12-09,NA
"1438",1972-12-10,6
"1439",1972-12-11,16
"1440",1972-12-12,3
"1441",1972-12-13,6
"1442",1972-12-14,4
"1443",1972-12-15,7
"1444",1972-12-16,7
"1445",1972-12-17,4
"1446",1972-12-18,6
"1447",1972-12-19,NA
"1448",1972-12-20,NA
"1449",1972-12-21,12
"1450",1972-12-22,NA
"1451",1972-12-23,NA
"1452",1972-12-24,NA
"1453",1972-12-25,10
"1454",1972-12-26,10
"1455",1972-12-27,8
"1456",1972-12-28,20
"1457",1972-12-29,7
"1458",1972-12-30,7
"1459",1972-12-31,10
"1460",1973-01-01,NA
"1461",1973-01-02,15
"1462",1973-01-03,NA
"1463",1973-01-04,8
"1464",1973-01-05,NA
"1465",1973-01-06,7
"1466",1973-01-07,7
"1467",1973-01-08,4
"1468",1973-01-09,NA
"1469",1973-01-10,8
"1470",1973-01-11,8
"1471",1973-01-12,7
"1472",1973-01-13,9
"1473",1973-01-14,6
"1474",1973-01-15,7
"1475",1973-01-16,11
"1476",1973-01-17,NA
"1477",1973-01-18,21
"1478",1973-01-19,7
"1479",1973-01-20,8
"1480",1973-01-21,10
"1481",1973-01-22,NA
"1482",1973-01-23,14
"1483",1973-01-24,4
"1484",1973-01-25,NA
"1485",1973-01-26,NA
"1486",1973-01-27,NA
"1487",1973-01-28,NA
"1488",1973-01-29,NA
"1489",1973-01-30,12
"1490",1973-01-31,3
"1491",1973-02-01,NA
"1492",1973-02-02,4
"1493",1973-02-03,2
"1494",1973-02-04,5
"1495",1973-02-05,13
"1496",1973-02-06,10
"1497",1973-02-07,10
"1498",1973-02-08,NA
"1499",1973-02-09,16
"1500",1973-02-10,4
"1501",1973-02-11,6
"1502",1973-02-12,10
"1503",1973-02-13,10
"1504",1973-02-14,NA
"1505",1973-02-15,NA
"1506",1973-02-16,6
"1507",1973-02-17,4
"1508",1973-02-18,12
"1509",1973-02-19,15
"1510",1973-02-20,NA
"1511",1973-02-21,15
"1512",1973-02-22,NA
"1513",1973-02-23,NA
"1514",1973-02-24,NA
"1515",1973-02-25,12
"1516",1973-02-26,NA
"1517",1973-02-27,NA
"1518",1973-02-28,NA
"1519",1973-03-01,8
"1520",1973-03-02,NA
"1521",1973-03-03,11
"1522",1973-03-04,6
"1523",1973-03-05,NA
"1524",1973-03-06,7
"1525",1973-03-07,NA
"1526",1973-03-08,8
"1527",1973-03-09,NA
"1528",1973-03-10,NA
"1529",1973-03-11,NA
"1530",1973-03-12,NA
"1531",1973-03-13,NA
"1532",1973-03-14,NA
"1533",1973-03-15,14
"1534",1973-03-16,NA
"1535",1973-03-17,NA
"1536",1973-03-18,6
"1537",1973-03-19,6
"1538",1973-03-20,NA
"1539",1973-03-21,8
"1540",1973-03-22,6
"1541",1973-03-23,12
"1542",1973-03-24,15
"1543",1973-03-25,NA
"1544",1973-03-26,12
"1545",1973-03-27,10
"1546",1973-03-28,11
"1547",1973-03-29,15
"1548",1973-03-30,10
"1549",1973-03-31,9
"1550",1973-04-01,10
"1551",1973-04-02,8
"1552",1973-04-03,NA
"1553",1973-04-04,9
"1554",1973-04-05,6
"1555",1973-04-06,9
"1556",1973-04-07,18
"1557",1973-04-08,7
"1558",1973-04-09,5
"1559",1973-04-10,NA
"1560",1973-04-11,5
"1561",1973-04-12,14
"1562",1973-04-13,7
"1563",1973-04-14,3
"1564",1973-04-15,NA
"1565",1973-04-16,19
"1566",1973-04-17,NA
"1567",1973-04-18,4
"1568",1973-04-19,4
"1569",1973-04-20,10
"1570",1973-04-21,8
"1571",1973-04-22,6
"1572",1973-04-23,7
"1573",1973-04-24,9
"1574",1973-04-25,NA
"1575",1973-04-26,19
"1576",1973-04-27,2
"1577",1973-04-28,7
"1578",1973-04-29,4
"1579",1973-04-30,10
"1580",1973-05-01,NA
"1581",1973-05-02,NA
"1582",1973-05-03,NA
"1583",1973-05-04,NA
"1584",1973-05-05,7
"1585",1973-05-06,NA
"1586",1973-05-07,8
"1587",1973-05-08,NA
"1588",1973-05-09,4
"1589",1973-05-10,4
"1590",1973-05-11,NA
"1591",1973-05-12,8
"1592",1973-05-13,NA
"1593",1973-05-14,NA
"1594",1973-05-15,NA
"1595",1973-05-16,4
"1596",1973-05-17,8
"1597",1973-05-18,6
"1598",1973-05-19,NA
"1599",1973-05-20,6
"1600",1973-05-21,7
"1601",1973-05-22,5
"1602",1973-05-23,7
"1603",1973-05-24,NA
"1604",1973-05-25,NA
"1605",1973-05-26,7
"1606",1973-05-27,14
"1607",1973-05-28,13
"1608",1973-05-29,NA
"1609",1973-05-30,NA
"1610",1973-05-31,NA
"1611",1973-06-01,NA
"1612",1973-06-02,10
"1613",1973-06-03,10
"1614",1973-06-04,15
"1615",1973-06-05,13
"1616",1973-06-06,NA
"1617",1973-06-07,12
"1618",1973-06-08,4
"1619",1973-06-09,11
"1620",1973-06-10,NA
"1621",1973-06-11,7
"1622",1973-06-12,10
"1623",1973-06-13,NA
"1624",1973-06-14,4
"1625",1973-06-15,7
"1626",1973-06-16,17
"1627",1973-06-17,7
"1628",1973-06-18,14
"1629",1973-06-19,8
"1630",1973-06-20,18
"1631",1973-06-21,10
"1632",1973-06-22,NA
"1633",1973-06-23,11
"1634",1973-06-24,NA
"1635",1973-06-25,13
"1636",1973-06-26,9
"1637",1973-06-27,26
"1638",1973-06-28,NA
"1639",1973-06-29,7
"1640",1973-06-30,7
"1641",1973-07-01,7
"1642",1973-07-02,NA
"1643",1973-07-03,NA
"1644",1973-07-04,2
"1645",1973-07-05,NA
"1646",1973-07-06,5
"1647",1973-07-07,10
"1648",1973-07-08,NA
"1649",1973-07-09,7
"1650",1973-07-10,13
"1651",1973-07-11,29
"1652",1973-07-12,8
"1653",1973-07-13,NA
"1654",1973-07-14,12
"1655",1973-07-15,NA
"1656",1973-07-16,5
"1657",1973-07-17,NA
"1658",1973-07-18,NA
"1659",1973-07-19,NA
"1660",1973-07-20,13
"1661",1973-07-21,5
"1662",1973-07-22,NA
"1663",1973-07-23,NA
"1664",1973-07-24,5
"1665",1973-07-25,NA
"1666",1973-07-26,NA
"1667",1973-07-27,11
"1668",1973-07-28,NA
"1669",1973-07-29,NA
"1670",1973-07-30,NA
"1671",1973-07-31,10
"1672",1973-08-01,13
"1673",1973-08-02,34
"1674",1973-08-03,16
"1675",1973-08-04,14
"1676",1973-08-05,6
"1677",1973-08-06,15
"1678",1973-08-07,15
"1679",1973-08-08,12
"1680",1973-08-09,NA
"1681",1973-08-10,5
"1682",1973-08-11,17
"1683",1973-08-12,8
"1684",1973-08-13,15
"1685",1973-08-14,NA
"1686",1973-08-15,NA
"1687",1973-08-16,9
"1688",1973-08-17,7
"1689",1973-08-18,13
"1690",1973-08-19,7
"1691",1973-08-20,4
"1692",1973-08-21,10
"1693",1973-08-22,24
"1694",1973-08-23,7
"1695",1973-08-24,NA
"1696",1973-08-25,6
"1697",1973-08-26,6
"1698",1973-08-27,10
"1699",1973-08-28,NA
"1700",1973-08-29,17
"1701",1973-08-30,12
"1702",1973-08-31,4
"1703",1973-09-01,NA
"1704",1973-09-02,NA
"1705",1973-09-03,NA
"1706",1973-09-04,3
"1707",1973-09-05,2
"1708",1973-09-06,15
"1709",1973-09-07,5
"1710",1973-09-08,NA
"1711",1973-09-09,8
"1712",1973-09-10,10
"1713",1973-09-11,NA
"1714",1973-09-12,NA
"1715",1973-09-13,NA
"1716",1973-09-14,NA
"1717",1973-09-15,9
"1718",1973-09-16,15
"1719",1973-09-17,NA
"1720",1973-09-18,NA
"1721",1973-09-19,8
"1722",1973-09-20,NA
"1723",1973-09-21,NA
"1724",1973-09-22,16
"1725",1973-09-23,11
"1726",1973-09-24,8
"1727",1973-09-25,12
"1728",1973-09-26,7
"1729",1973-09-27,NA
"1730",1973-09-28,6
"1731",1973-09-29,NA
"1732",1973-09-30,16
"1733",1973-10-01,4
"1734",1973-10-02,NA
"1735",1973-10-03,NA
"1736",1973-10-04,NA
"1737",1973-10-05,11
"1738",1973-10-06,NA
"1739",1973-10-07,4
"1740",1973-10-08,12
"1741",1973-10-09,NA
"1742",1973-10-10,3
"1743",1973-10-11,8
"1744",1973-10-12,6
"1745",1973-10-13,NA
"1746",1973-10-14,4
"1747",1973-10-15,NA
"1748",1973-10-16,4
"1749",1973-10-17,14
"1750",1973-10-18,11
"1751",1973-10-19,NA
"1752",1973-10-20,NA
"1753",1973-10-21,17
"1754",1973-10-22,7
"1755",1973-10-23,8
"1756",1973-10-24,NA
"1757",1973-10-25,6
"1758",1973-10-26,23
"1759",1973-10-27,7
"1760",1973-10-28,6
"1761",1973-10-29,9
"1762",1973-10-30,12
"1763",1973-10-31,11
"1764",1973-11-01,13
"1765",1973-11-02,6
"1766",1973-11-03,NA
"1767",1973-11-04,NA
"1768",1973-11-05,NA
"1769",1973-11-06,NA
"1770",1973-11-07,2
"1771",1973-11-08,13
"1772",1973-11-09,NA
"1773",1973-11-10,6
"1774",1973-11-11,18
"1775",1973-11-12,NA
"1776",1973-11-13,9
"1777",1973-11-14,14
"1778",1973-11-15,4
"1779",1973-11-16,1
"1780",1973-11-17,NA
"1781",1973-11-18,NA
"1782",1973-11-19,8
"1783",1973-11-20,10
"1784",1973-11-21,5
"1785",1973-11-22,18
"1786",1973-11-23,NA
"1787",1973-11-24,12
"1788",1973-11-25,NA
"1789",1973-11-26,7
"1790",1973-11-27,4
"1791",1973-11-28,10
"1792",1973-11-29,9
"1793",1973-11-30,3
"1794",1973-12-01,8
"1795",1973-12-02,8
"1796",1973-12-03,3
"1797",1973-12-04,11
"1798",1973-12-05,9
"1799",1973-12-06,5
"1800",1973-12-07,8
"1801",1973-12-08,3
"1802",1973-12-09,NA
"1803",1973-12-10,6
"1804",1973-12-11,8
"1805",1973-12-12,7
"1806",1973-12-13,15
"1807",1973-12-14,NA
"1808",1973-12-15,NA
"1809",1973-12-16,13
"1810",1973-12-17,NA
"1811",1973-12-18,13
"1812",1973-12-19,2
"1813",1973-12-20,7
"1814",1973-12-21,15
"1815",1973-12-22,NA
"1816",1973-12-23,11
"1817",1973-12-24,8
"1818",1973-12-25,11
"1819",1973-12-26,6
"1820",1973-12-27,7
"1821",1973-12-28,2
"1822",1973-12-29,9
"1823",1973-12-30,7
"1824",1973-12-31,10
"1825",1974-01-01,9
"1826",1974-01-02,5
"1827",1974-01-03,12
"1828",1974-01-04,10
"1829",1974-01-05,7
"1830",1974-01-06,4
"1831",1974-01-07,13
"1832",1974-01-08,8
"1833",1974-01-09,9
"1834",1974-01-10,12
"1835",1974-01-11,11
"1836",1974-01-12,NA
"1837",1974-01-13,15
"1838",1974-01-14,7
"1839",1974-01-15,22
"1840",1974-01-16,NA
"1841",1974-01-17,7
"1842",1974-01-18,8
"1843",1974-01-19,9
"1844",1974-01-20,7
"1845",1974-01-21,13
"1846",1974-01-22,20
"1847",1974-01-23,6
"1848",1974-01-24,8
"1849",1974-01-25,NA
"1850",1974-01-26,NA
"1851",1974-01-27,NA
"1852",1974-01-28,11
"1853",1974-01-29,8
"1854",1974-01-30,13
"1855",1974-01-31,20
"1856",1974-02-01,17
"1857",1974-02-02,8
"1858",1974-02-03,9
"1859",1974-02-04,23
"1860",1974-02-05,16
"1861",1974-02-06,8
"1862",1974-02-07,4
"1863",1974-02-08,4
"1864",1974-02-09,NA
"1865",1974-02-10,7
"1866",1974-02-11,7
"1867",1974-02-12,7
"1868",1974-02-13,6
"1869",1974-02-14,2
"1870",1974-02-15,8
"1871",1974-02-16,NA
"1872",1974-02-17,7
"1873",1974-02-18,NA
"1874",1974-02-19,12
"1875",1974-02-20,19
"1876",1974-02-21,19
"1877",1974-02-22,22
"1878",1974-02-23,12
"1879",1974-02-24,9
"1880",1974-02-25,5
"1881",1974-02-26,9
"1882",1974-02-27,14
"1883",1974-02-28,2
"1884",1974-03-01,9
"1885",1974-03-02,5
"1886",1974-03-03,10
"1887",1974-03-04,17
"1888",1974-03-05,5
"1889",1974-03-06,24
"1890",1974-03-07,7
"1891",1974-03-08,NA
"1892",1974-03-09,9
"1893",1974-03-10,10
"1894",1974-03-11,15
"1895",1974-03-12,3
"1896",1974-03-13,9
"1897",1974-03-14,9
"1898",1974-03-15,NA
"1899",1974-03-16,7
"1900",1974-03-17,5
"1901",1974-03-18,9
"1902",1974-03-19,9
"1903",1974-03-20,8
"1904",1974-03-21,11
"1905",1974-03-22,29
"1906",1974-03-23,9
"1907",1974-03-24,8
"1908",1974-03-25,1
"1909",1974-03-26,7
"1910",1974-03-27,14
"1911",1974-03-28,NA
"1912",1974-03-29,5
"1913",1974-03-30,NA
"1914",1974-03-31,8
"1915",1974-04-01,10
"1916",1974-04-02,16
"1917",1974-04-03,NA
"1918",1974-04-04,20
"1919",1974-04-05,6
"1920",1974-04-06,5
"1921",1974-04-07,4
"1922",1974-04-08,4
"1923",1974-04-09,14
"1924",1974-04-10,13
"1925",1974-04-11,6
"1926",1974-04-12,14
"1927",1974-04-13,6
"1928",1974-04-14,12
"1929",1974-04-15,2
"1930",1974-04-16,NA
"1931",1974-04-17,8
"1932",1974-04-18,8
"1933",1974-04-19,6
"1934",1974-04-20,7
"1935",1974-04-21,8
"1936",1974-04-22,15
"1937",1974-04-23,NA
"1938",1974-04-24,18
"1939",1974-04-25,10
"1940",1974-04-26,NA
"1941",1974-04-27,6
"1942",1974-04-28,11
"1943",1974-04-29,10
"1944",1974-04-30,8
"1945",1974-05-01,15
"1946",1974-05-02,2
"1947",1974-05-03,5
"1948",1974-05-04,5
"1949",1974-05-05,6
"1950",1974-05-06,9
"1951",1974-05-07,7
"1952",1974-05-08,9
"1953",1974-05-09,20
"1954",1974-05-10,5
"1955",1974-05-11,9
"1956",1974-05-12,6
"1957",1974-05-13,8
"1958",1974-05-14,NA
"1959",1974-05-15,10
"1960",1974-05-16,22
"1961",1974-05-17,13
"1962",1974-05-18,2
"1963",1974-05-19,NA
"1964",1974-05-20,7
"1965",1974-05-21,3
"1966",1974-05-22,12
"1967",1974-05-23,8
"1968",1974-05-24,13
"1969",1974-05-25,7
"1970",1974-05-26,NA
"1971",1974-05-27,13
"1972",1974-05-28,12
"1973",1974-05-29,NA
"1974",1974-05-30,7
"1975",1974-05-31,13
"1976",1974-06-01,10
"1977",1974-06-02,NA
"1978",1974-06-03,14
"1979",1974-06-04,6
"1980",1974-06-05,11
"1981",1974-06-06,9
"1982",1974-06-07,10
"1983",1974-06-08,8
"1984",1974-06-09,5
"1985",1974-06-10,11
"1986",1974-06-11,6
"1987",1974-06-12,14
"1988",1974-06-13,10
"1989",1974-06-14,13
"1990",1974-06-15,8
"1991",1974-06-16,12
"1992",1974-06-17,5
"1993",1974-06-18,20
"1994",1974-06-19,18
"1995",1974-06-20,9
"1996",1974-06-21,11
"1997",1974-06-22,NA
"1998",1974-06-23,6
"1999",1974-06-24,4
"2000",1974-06-25,6
"2001",1974-06-26,18
"2002",1974-06-27,19
"2003",1974-06-28,2
"2004",1974-06-29,6
"2005",1974-06-30,9
"2006",1974-07-01,6
"2007",1974-07-02,NA
"2008",1974-07-03,12
"2009",1974-07-04,12
"2010",1974-07-05,12
"2011",1974-07-06,14
"2012",1974-07-07,5
"2013",1974-07-08,7
"2014",1974-07-09,16
"2015",1974-07-10,6
"2016",1974-07-11,5
"2017",1974-07-12,13
"2018",1974-07-13,2
"2019",1974-07-14,6
"2020",1974-07-15,NA
"2021",1974-07-16,11
"2022",1974-07-17,13
"2023",1974-07-18,16
"2024",1974-07-19,5
"2025",1974-07-20,7
"2026",1974-07-21,NA
"2027",1974-07-22,14
"2028",1974-07-23,20
"2029",1974-07-24,12
"2030",1974-07-25,4
"2031",1974-07-26,NA
"2032",1974-07-27,NA
"2033",1974-07-28,11
"2034",1974-07-29,18
"2035",1974-07-30,19
"2036",1974-07-31,10
"2037",1974-08-01,14
"2038",1974-08-02,12
"2039",1974-08-03,19
"2040",1974-08-04,4
"2041",1974-08-05,7
"2042",1974-08-06,NA
"2043",1974-08-07,12
"2044",1974-08-08,7
"2045",1974-08-09,9
"2046",1974-08-10,6
"2047",1974-08-11,NA
"2048",1974-08-12,10
"2049",1974-08-13,10
"2050",1974-08-14,NA
"2051",1974-08-15,3
"2052",1974-08-16,7
"2053",1974-08-17,8
"2054",1974-08-18,5
"2055",1974-08-19,NA
"2056",1974-08-20,8
"2057",1974-08-21,16
"2058",1974-08-22,7
"2059",1974-08-23,9
"2060",1974-08-24,NA
"2061",1974-08-25,21
"2062",1974-08-26,7
"2063",1974-08-27,17
"2064",1974-08-28,26
"2065",1974-08-29,12
"2066",1974-08-30,4
"2067",1974-08-31,NA
"2068",1974-09-01,11
"2069",1974-09-02,2
"2070",1974-09-03,NA
"2071",1974-09-04,9
"2072",1974-09-05,12
"2073",1974-09-06,28
"2074",1974-09-07,NA
"2075",1974-09-08,9
"2076",1974-09-09,12
"2077",1974-09-10,14
"2078",1974-09-11,NA
"2079",1974-09-12,4
"2080",1974-09-13,11
"2081",1974-09-14,9
"2082",1974-09-15,9
"2083",1974-09-16,5
"2084",1974-09-17,21
"2085",1974-09-18,11
"2086",1974-09-19,17
"2087",1974-09-20,11
"2088",1974-09-21,NA
"2089",1974-09-22,16
"2090",1974-09-23,9
"2091",1974-09-24,14
"2092",1974-09-25,9
"2093",1974-09-26,15
"2094",1974-09-27,14
"2095",1974-09-28,31
"2096",1974-09-29,27
"2097",1974-09-30,8
"2098",1974-10-01,17
"2099",1974-10-02,7
"2100",1974-10-03,10
"2101",1974-10-04,16
"2102",1974-10-05,6
"2103",1974-10-06,17
"2104",1974-10-07,24
"2105",1974-10-08,4
"2106",1974-10-09,4
"2107",1974-10-10,6
"2108",1974-10-11,7
"2109",1974-10-12,10
"2110",1974-10-13,NA
"2111",1974-10-14,5
"2112",1974-10-15,26
"2113",1974-10-16,1
"2114",1974-10-17,26
"2115",1974-10-18,12
"2116",1974-10-19,14
"2117",1974-10-20,8
"2118",1974-10-21,15
"2119",1974-10-22,NA
"2120",1974-10-23,6
"2121",1974-10-24,6
"2122",1974-10-25,29
"2123",1974-10-26,9
"2124",1974-10-27,18
"2125",1974-10-28,13
"2126",1974-10-29,NA
"2127",1974-10-30,9
"2128",1974-10-31,11
"2129",1974-11-01,NA
"2130",1974-11-02,15
"2131",1974-11-03,19
"2132",1974-11-04,11
"2133",1974-11-05,NA
"2134",1974-11-06,7
"2135",1974-11-07,5
"2136",1974-11-08,32
"2137",1974-11-09,4
"2138",1974-11-10,3
"2139",1974-11-11,12
"2140",1974-11-12,NA
"2141",1974-11-13,3
"2142",1974-11-14,NA
"2143",1974-11-15,10
"2144",1974-11-16,4
"2145",1974-11-17,NA
"2146",1974-11-18,2
"2147",1974-11-19,10
"2148",1974-11-20,16
"2149",1974-11-21,5
"2150",1974-11-22,8
"2151",1974-11-23,11
"2152",1974-11-24,5
"2153",1974-11-25,2
"2154",1974-11-26,21
"2155",1974-11-27,7
"2156",1974-11-28,7
"2157",1974-11-29,10
"2158",1974-11-30,30
"2159",1974-12-01,NA
"2160",1974-12-02,8
"2161",1974-12-03,14
"2162",1974-12-04,3
"2163",1974-12-05,4
"2164",1974-12-06,7
"2165",1974-12-07,6
"2166",1974-12-08,15
"2167",1974-12-09,4
"2168",1974-12-10,11
"2169",1974-12-11,5
"2170",1974-12-12,NA
"2171",1974-12-13,4
"2172",1974-12-14,NA
"2173",1974-12-15,8
"2174",1974-12-16,12
"2175",1974-12-17,15
"2176",1974-12-18,12
"2177",1974-12-19,17
"2178",1974-12-20,17
"2179",1974-12-21,10
"2180",1974-12-22,7
"2181",1974-12-23,9
"2182",1974-12-24,10
"2183",1974-12-25,9
"2184",1974-12-26,NA
"2185",1974-12-27,6
"2186",1974-12-28,5
"2187",1974-12-29,8
"2188",1974-12-30,14
"2189",1974-12-31,11
"2190",1975-01-01,6
"2191",1975-01-02,14
"2192",1975-01-03,11
"2193",1975-01-04,9
"2194",1975-01-05,9
"2195",1975-01-06,8
"2196",1975-01-07,4
"2197",1975-01-08,13
"2198",1975-01-09,12
"2199",1975-01-10,18
